t,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt_us,retrans,inflight,bytes_acked,ca_state
0.000000,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1001000,1,1,1,Open
0.000518,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1001000,1,1,1,Open
0.000529,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1000955,1,0,38,Open
1.000979,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1000955,1,2,38,Open
1.001112,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1000883,1,0,166,Open
3.002036,127.0.0.1,52384,127.0.0.1,5201,10,2147483647,1000420,0,1,1,Open
3.003964,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1000883,1,0,166,Open
3.004280,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1000883,1,0,166,Open
4.005414,127.0.0.1,52384,127.0.0.1,5201,10,2147483647,1000436,0,2,38,Open
4.006006,127.0.0.1,52384,127.0.0.1,5201,10,2147483647,1000554,0,3,32806,Open
5.006799,127.0.0.1,52384,127.0.0.1,5201,10,2147483647,1000694,0,2,65574,Open
6.008007,127.0.0.1,52384,127.0.0.1,5201,10,2147483647,1000739,0,2,128038,Open
6.008171,127.0.0.1,52384,127.0.0.1,5201,10,2147483647,1000783,0,6,175654,Open
7.008961,127.0.0.1,52384,127.0.0.1,5201,11,2147483647,1000826,0,7,195622,Open
7.009211,127.0.0.1,52384,127.0.0.1,5201,12,2147483647,1000852,0,7,261105,Open
7.009323,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1000878,0,1,491558,Open
8.011012,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1000878,0,5,491558,Open
8.011271,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001023,0,2,786417,Open
9.014155,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001023,0,7,786417,Open
9.014410,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001285,0,2,1081329,Open
9.560100,10.0.2.15,45762,20.184.175.1,443,10,16,594,0,0,77896,Open
10.015105,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001285,0,7,1081329,Open
10.015355,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001243,0,6,1146918,Open
11.016777,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001205,0,7,1376241,Open
11.016998,127.0.0.1,52384,127.0.0.1,5201,18,2147483647,1001250,0,10,1441724,Open
11.017014,127.0.0.1,52384,127.0.0.1,5201,19,2147483647,1001298,0,13,1507207,Open
11.017020,127.0.0.1,52384,127.0.0.1,5201,20,2147483647,1001342,0,14,1507366,Open
11.017029,127.0.0.1,52384,127.0.0.1,5201,21,2147483647,1001382,0,18,1572849,Open
11.017036,127.0.0.1,52384,127.0.0.1,5201,23,2147483647,1001418,0,20,1638385,Open
12.018978,127.0.0.1,52384,127.0.0.1,5201,24,2147483647,1001450,0,20,1671206,Open
12.019193,127.0.0.1,52384,127.0.0.1,5201,25,2147483647,1001547,0,21,1736689,Open
12.019204,127.0.0.1,52384,127.0.0.1,5201,26,2147483647,1001636,0,22,1769510,Open
12.019276,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1001716,0,4,2588657,Open
13.022395,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1001716,0,10,2588657,Open
13.022685,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1001935,0,17,2654140,Open
14.026025,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002132,0,8,3243487,Open
14.026209,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002305,0,16,3374453,Open
15.027947,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002462,0,10,3767351,Open
15.028216,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002403,0,16,3898317,Open
16.031236,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002358,0,8,4422181,Open
16.031510,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002473,0,16,4553147,Open
17.035734,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002580,0,10,4946045,Open
17.035996,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002817,0,16,5077011,Open
18.036996,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1003030,0,8,5600875,Open
18.037287,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002811,0,16,5731841,Open
19.010318,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1000883,1,1,166,Open
19.037667,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002625,0,10,6124739,Open
19.038125,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002400,0,16,6255705,Open
19.038276,127.0.0.1,52384,127.0.0.1,5201,44,2147483647,1002225,0,8,6779569,Open
20.011559,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1001218,1,2,167,Open
20.012132,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1001235,1,0,500,Open
20.012391,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1001235,1,0,500,Open
20.012396,127.0.0.1,52382,127.0.0.1,5201,10,2147483647,1001235,1,0,500,Open
