t,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt_us,retrans,inflight,bytes_acked,ca_state
0.000000,127.0.0.1,59902,127.0.0.1,5201,10,2147483647,201918,0,1,1,Open
0.000181,127.0.0.1,59902,127.0.0.1,5201,10,2147483647,201902,0,0,38,Open
0.202499,127.0.0.1,59902,127.0.0.1,5201,10,2147483647,201902,0,2,38,Open
0.202692,127.0.0.1,59902,127.0.0.1,5201,10,2147483647,201945,0,0,166,Open
0.607199,127.0.0.1,59918,127.0.0.1,5201,10,2147483647,202712,0,1,1,Open
0.608037,127.0.0.1,59902,127.0.0.1,5201,10,2147483647,201945,0,0,166,Open
0.608327,127.0.0.1,59902,127.0.0.1,5201,10,2147483647,201945,0,0,166,Open
0.811469,127.0.0.1,59918,127.0.0.1,5201,10,2147483647,202526,0,2,38,Open
0.812096,127.0.0.1,59918,127.0.0.1,5201,10,2147483647,202641,0,3,32806,Open
1.014957,127.0.0.1,59918,127.0.0.1,5201,10,2147483647,202744,0,2,65574,Open
1.216055,127.0.0.1,59918,127.0.0.1,5201,10,2147483647,202776,0,2,128038,Open
1.216251,127.0.0.1,59918,127.0.0.1,5201,10,2147483647,202571,0,6,175654,Open
1.417316,127.0.0.1,59918,127.0.0.1,5201,11,2147483647,202395,0,7,195622,Open
1.421206,127.0.0.1,59918,127.0.0.1,5201,12,2147483647,202244,0,7,261105,Open
1.421548,127.0.0.1,59918,127.0.0.1,5201,18,2147483647,202601,0,1,491558,Open
1.624475,127.0.0.1,59918,127.0.0.1,5201,18,2147483647,202601,0,5,491558,Open
1.624741,127.0.0.1,59918,127.0.0.1,5201,18,2147483647,203186,0,8,622524,Open
1.624757,127.0.0.1,59918,127.0.0.1,5201,18,2147483647,203175,0,11,688007,Open
1.624769,127.0.0.1,59918,127.0.0.1,5201,19,2147483647,203167,0,13,720934,Open
1.826967,127.0.0.1,59918,127.0.0.1,5201,20,2147483647,203162,0,17,786417,Open
1.827230,127.0.0.1,59918,127.0.0.1,5201,21,2147483647,203076,0,21,851900,Open
1.827242,127.0.0.1,59918,127.0.0.1,5201,22,2147483647,203006,0,22,917383,Open
1.827253,127.0.0.1,59918,127.0.0.1,5201,23,2147483647,202947,0,23,950310,Open
1.827263,127.0.0.1,59918,127.0.0.1,5201,24,2147483647,202896,0,24,1015793,Open
1.827274,127.0.0.1,59918,127.0.0.1,5201,25,2147483647,202853,0,25,1048614,Open
2.027825,127.0.0.1,59918,127.0.0.1,5201,37,2147483647,202812,0,22,1605617,Open
2.028207,127.0.0.1,59918,127.0.0.1,5201,38,2147483647,202580,0,32,1671100,Open
2.028403,127.0.0.1,59918,127.0.0.1,5201,40,2147483647,202405,0,31,1736689,Open
2.229982,127.0.0.1,59918,127.0.0.1,5201,59,2147483647,202255,0,12,2523174,Open
2.230156,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202217,0,25,2588657,Open
2.433380,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202188,0,14,3308970,Open
2.433654,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202349,0,24,3439936,Open
2.433662,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202496,0,17,3898317,Open
2.636036,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202626,0,12,4225732,Open
2.636302,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202626,0,24,4356698,Open
2.838417,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202633,0,14,5011528,Open
2.838708,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202604,0,24,5142494,Open
3.040683,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202584,0,12,5928290,Open
3.040862,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202528,0,24,6059256,Open
3.246208,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202486,0,14,6714086,Open
3.246477,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202875,0,24,6845052,Open
3.448899,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,203221,0,12,7630848,Open
3.449264,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,203154,0,24,7761814,Open
3.650392,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,203112,0,14,8416644,Open
3.650674,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202908,0,24,8547610,Open
3.852240,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202736,0,12,9333406,Open
3.852533,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202626,0,24,9464372,Open
4.055027,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202535,0,14,10119202,Open
4.055302,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202562,0,24,10250168,Open
4.258460,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202592,0,12,11035964,Open
4.258732,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202696,0,24,11166930,Open
4.460056,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202792,0,14,11821760,Open
4.460475,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202643,0,24,11952726,Open
4.661386,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202554,0,12,12738522,Open
4.661662,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202397,0,24,12869488,Open
4.864936,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202266,0,14,13524318,Open
4.865232,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202427,0,24,13655284,Open
5.067067,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202575,0,12,14441080,Open
5.067227,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202503,0,24,14572046,Open
5.269047,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202444,0,14,15226876,Open
5.269518,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202422,0,24,15357842,Open
5.472266,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202409,0,12,16143638,Open
5.472579,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202485,0,24,16274604,Open
5.675814,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202562,0,14,16929434,Open
5.676082,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202682,0,24,17060400,Open
5.877418,127.0.0.1,59918,127.0.0.1,5201,60,2147483647,202793,0,12,17846196,Open
